"selection_order","session_id","candidate_order","source_url","source_type","source_timestamp_or_page","speaker","verbatim_text","context_text","atomic_restatement","authorship","subject","population","geography","outcome","horizon_literal","horizon_source","horizon_start","deadline","horizon_expired","prediction_class","inclusion_decision","exclusion_reason","prediction_type","indicator_frozen","threshold_success_frozen","threshold_contradiction_frozen","admissible_outcome_source_type","missing_conflict_rule","coder","coded_at","codebook_version","outcome_search_allowed","notes"
"51","BHPRO-2012-03","03","https://www.youtube.com/watch?v=S34b4kNUIos","official_complete_video_and_original_automatic_captions","00:57:47-00:58:53","Alex Stamos","We're probably going to have lots of public addresses with non-public routing ... organizations are going to make up rules [splitting] that 16-bit [subnet] space.","The statement follows the explicit four-to-five-year transition horizon and describes routable prefixes internally segmented at edge routers.","By 26 July 2017, production enterprise IPv6 architectures will commonly assign globally unique addresses while using routing or edge policy to keep designated subnets non-public.","propia","IPv6_nonpublic_routing","production enterprise IPv6 networks","global","documented use of globally unique addressing with policy-isolated subnets","in the next four or five years","section_inherited","2012-07-26","2017-07-26","yes","B","include","","count","At least five independent enterprise case studies, architecture guides tied to deployments, or major-vendor validated designs document globally unique IPv6 addresses combined with route filtering, edge ACLs or equivalent policy that prevents selected internal subnets from external reachability.","At least five distinct production enterprise deployments or validated designs satisfy both elements by the deadline.","No qualifying production design is documented; one to four are non-fulfilment.","enterprise_case_studies_operator_reports_and_validated_vendor_designs","Ordinary stateful firewalling alone does not qualify unless the design explicitly withholds routing or reachability from selected globally unique subnets.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because lots/common use is operationalized as five and horizon is inherited."
"51","BHPRO-2012-03","04","https://www.youtube.com/watch?v=S34b4kNUIos","official_complete_video_and_original_automatic_captions","00:58:53-00:59:33","Alex Stamos","Realistically what this means is that proxies are going to become extremely important ... route all the traffic through a proxy ... and do authentication at a higher level than the IP level.","The reason is that a dual-stack endpoint may have multiple changing addresses that security products must bind to one identity.","By 26 July 2017, major enterprise security architectures will recommend or deploy authenticated application-layer proxies to correlate dual-stack endpoint traffic above the IP-address layer.","propia","authenticated_proxy_identity","enterprise dual-stack security architectures","global","documented recommendation or deployment of authenticated proxy identity correlation","in the next four or five years","section_inherited","2012-07-26","2017-07-26","yes","B","include","","count","At least three major security/network vendors or independent enterprise case studies by the deadline explicitly use authenticated application-layer proxies or secure web gateways to associate traffic from changing IPv4/IPv6 addresses with a user or device identity for monitoring or policy enforcement.","At least three independent qualifying architectures or deployments are documented.","No qualifying architecture is documented; one or two are non-fulfilment.","vendor_architecture_documentation_and_enterprise_case_studies","Unauthenticated forward proxies and identity systems not used to correlate dual-stack traffic do not qualify.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because extremely important is narrowed to three major documented architectures and the deadline is inherited."
"51","BHPRO-2012-03","05","https://www.youtube.com/watch?v=S34b4kNUIos","official_complete_video_and_original_automatic_captions","00:59:44-00:59:55","Alex Stamos","We are going to have ... a greater number of endpoints that can be attacked directly ... route all the way to somebody's desktop.","The statement is part of the pros and cons of the predicted four-to-five-year IPv6 transition state.","By 26 July 2017, the number of internet-routable enterprise or consumer endpoints directly reachable over IPv6 will materially exceed its 2012 level.","propia","IPv6_direct_endpoint_exposure","internet-connected enterprise and consumer endpoints","global","material increase in directly reachable IPv6 endpoints","in the next four or five years","section_inherited","2012-07-26","2017-07-26","yes","B","include","","trend","Using a frozen comparable active-measurement methodology, estimate responsive or otherwise directly reachable non-server endpoint addresses over IPv6 in 2012 and 2017, supplemented by provider address-assignment evidence; material increase means at least fivefold growth.","The comparable 2017 estimate is at least five times the 2012 estimate.","The 2017 estimate is lower than 2012; growth below fivefold is non-fulfilment.","independent_active_measurement_and_operator_addressing_reports","Known server infrastructure is excluded; evidence must identify desktops, client devices, CPE or other endpoints not principally providing public server services.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B due a frozen fivefold threshold and measurement classification."
"51","BHPRO-2012-03","06","https://www.youtube.com/watch?v=S34b4kNUIos","official_complete_video_and_original_automatic_captions","01:00:04-01:00:35","Alex Stamos","It's going to be much easier to hide internal attacks, control channels, covert channels ... all kinds of crazy stuff like that using IPv6.","The speaker gives a concrete example of encoding a covert channel in IPv6 source and destination address bits.","By 26 July 2017, multiple public technical demonstrations will show IPv6 addressing or extension features being used to conceal command-and-control, covert-channel or internal attack traffic from conventional monitoring.","propia","IPv6_covert_channels","IPv6 covert channels and command-and-control techniques","global","multiple public demonstrations of concealment using IPv6-specific fields","in the next four or five years","section_inherited","2012-07-26","2017-07-26","yes","B","include","","count","At least three independent researcher demonstrations, peer-reviewed papers or incident analyses by the deadline implement or observe concealment of attack/control data principally through IPv6 source/destination addressing, extension headers, neighbor-discovery fields or transition-specific mechanisms, and explain evasion of conventional monitoring.","At least three independent qualifying techniques or demonstrations are public by the deadline.","No qualifying demonstration is found; one or two are non-fulfilment.","peer_reviewed_research_researcher_primary_material_and_incident_analysis","Ordinary encryption over IPv6 does not qualify; concealment must depend materially on an IPv6-specific field or mechanism.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because easier is operationalized through three demonstrations and the horizon is inherited."
"51","BHPRO-2012-03","07","https://www.youtube.com/watch?v=S34b4kNUIos","official_complete_video_and_original_automatic_captions","01:00:37-01:01:04","Alex Stamos","Remote scanning of entire IP address ranges [is] no longer reasonable ... an IPv6 external network vulnerability assessment is going to have to require some kind of enumeration that does not include just incrementing by one.","The speakers predict a methodological change for attackers and penetration testers under the four-to-five-year transition horizon.","By 26 July 2017, authoritative IPv6 vulnerability-assessment practice will require target-discovery or enumeration techniques other than exhaustive sequential address scanning.","propia","IPv6_nonsequential_enumeration","IPv6 external vulnerability assessment and penetration testing","global","authoritative practice requires nonsequential target discovery","in the next four or five years","section_inherited","2012-07-26","2017-07-26","yes","B","include","","categorical","At least three authoritative penetration-testing guides, major scanner product documents or peer-reviewed measurement papers by the deadline explicitly state that exhaustive sequential IPv6 scanning is infeasible and prescribe DNS, neighbor discovery, address-pattern inference, logs, passive observation or another nonsequential discovery method.","At least three independent authoritative sources meet both the infeasibility and alternative-method criteria.","Authoritative practice demonstrates exhaustive sequential scanning as the standard viable method; fewer than three sources are non-fulfilment.","authoritative_testing_guides_scanner_documentation_and_peer_reviewed_measurement","Scanning a small known IPv6 prefix does not contradict the claim about exhaustive external ranges.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because practice adoption is evidenced through three sources and deadline is inherited."
"51","BHPRO-2012-03","08","https://www.youtube.com/watch?v=S34b4kNUIos","official_complete_video_and_original_automatic_captions","00:52:48-00:53:10","Alex Stamos","When these [new gTLDs] come live next year ... many ... are going to support IDNs ... in your Splunk logs and ArcSight you're going to start to see [non-Latin] characters as the reverse DNS lookup.","The scheduled launch itself is not counted; the prediction concerns an observable operational consequence for security logs.","During 2013, enterprise security or DNS logs will publicly document non-Latin internationalized new-gTLD labels appearing in operational name-resolution records.","propia","IDN_gTLD_security_logs","enterprise security and DNS logging systems","global","documented operational appearance of non-Latin new-gTLD labels","next year","individual","2012-07-26","2013-12-31","yes","B","include","","occurrence","A security-vendor case study, operator report, researcher dataset or enterprise primary account from 2013 shows a non-Latin IDN top-level label delegated under the new-gTLD program appearing in reverse/forward DNS output, SIEM records or security-analysis logs.","At least one qualifying operational log example is documented during 2013.","Authoritative delegation and logging records establish that no non-Latin new-gTLD label appeared in qualifying logs in 2013; absence alone is non-fulfilment.","ICANN_delegation_records_operator_or_enterprise_logs_and_security_research","Existing country-code IDNs do not qualify; the label must belong to the new-gTLD program discussed in the talk.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because operational logging must be distinguished from scheduled delegation."
"59","CCC-2016-060","01","https://media.ccc.de/v/33c3-8413-security_nightmares_0x11","official_complete_video_and_human_subtitles","00:55:48-00:55:58","Frank","Also ich denke, für 2017 können wir glaube ich annehmen, dass sich Ende 2017 dieser Glaubenskrieg um Auto-Updates erledigt haben sollte.","The statement appears in the explicitly introduced 2017 outlook and follows an audience poll about default automatic updates in consumer electronics.","By 31 December 2017, the consumer-technology dispute over enabling automatic security updates by default will be materially settled in favour of default automatic updating.","propia","automatic_security_updates","mainstream consumer operating systems and connected-device platforms","global","convergence toward default automatic security updates","Ende 2017","individual","2016-12-30","2017-12-31","yes","B","include","","categorical","Contemporaneous default-update policies for the five largest consumer desktop/mobile operating-system families plus at least three major connected-device vendors, and standards or regulator guidance, coded for default automatic security updating and visible organized opposition.","At least six of eight sampled platform/vendor families enable security updates automatically by default by the deadline and authoritative guidance endorses that default, with no comparably prominent industry split over the principle.","Four or fewer sampled families enable the default and authoritative sources document an unresolved industry split; intermediate evidence is non-fulfilment or indeterminable if policies cannot be reconstructed.","official_platform_vendor_documentation_and_authoritative_policy_guidance","Feature updates do not count; the criterion concerns security updates. A residual user opt-out does not negate default enablement.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because 'Glaubenskrieg erledigt' is operationalized as platform convergence plus absence of a prominent industry split."
"59","CCC-2016-060","05","https://media.ccc.de/v/33c3-8413-security_nightmares_0x11","official_complete_video_and_human_subtitles","01:01:40-01:01:58","Frank","Was wir 2017 auch noch sehen werden ist definitiv, dass Ad-Blocker zu Realitätstunneln werden ... Content-Filtering-Engine ... um andere Dinge zu tun, außer nur die Werbung rauszumachen.","The speaker gives comments and sports news as examples of non-advertising content that users could suppress.","During 2017, publicly available ad-blocking tools or filter lists will be used to suppress at least one category of non-advertising editorial or user-generated web content.","propia","adblock_content_filtering","publicly available browser ad blockers and filter lists","global","documented non-advertising content filtering through ad-blocking infrastructure","2017","individual","2016-12-30","2017-12-31","yes","B","include","","occurrence","A dated 2017 release note, filter-list repository, extension documentation or contemporaneous demonstration shows an ad-blocking tool filtering comments, news topics, social/editorial modules or another non-advertising content category.","At least one public, operational and reproducible qualifying example exists during 2017.","Authoritative project records establish that no sampled mainstream ad-blocking tool supported non-ad filtering in 2017; absence from a partial sample is non-fulfilment.","primary_project_repositories_release_notes_and_contemporaneous_demonstrations","Cosmetic removal of ad placeholders alone does not qualify; the removed material must itself be non-advertising content.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because the metaphor 'reality tunnels' is narrowed to the concrete mechanism and examples supplied by the speaker."
"59","CCC-2016-060","06","https://media.ccc.de/v/33c3-8413-security_nightmares_0x11","official_complete_video_and_human_subtitles","01:02:19-01:02:36","Frank","Vielleicht nicht nächstes Jahr, aber übernächstes Jahr ... wir brauchen bald Werbeblocker-Blocker-Blocker und die müssen natürlich auch so langsam intelligent werden, d. h., wir werden so eine verteilte Intelligenz bauen, die uns die Werbeblocker-Blocker blockt.","The talk date makes 'the year after next' calendar year 2018; this is the defensive side of the predicted automated arms race.","By 31 December 2018, an ad-blocking system will publicly use distributed or adaptive algorithmic logic specifically to defeat anti-ad-blocking mechanisms.","propia","adaptive_anti_anti_adblock","ad-blocking systems and filter infrastructure","global","public implementation of adaptive or distributed anti-anti-adblock logic","übernächstes Jahr","individual","2016-12-30","2018-12-31","yes","B","include","","occurrence","Project code, technical documentation or a contemporaneous researcher demonstration by the deadline identifies a distributed, crowd-updated, machine-learned or otherwise adaptive mechanism whose explicit purpose is to detect or defeat anti-adblock scripts.","At least one operational public implementation meets both the adaptive/distributed and anti-anti-adblock criteria by the deadline.","Authoritative records show attempted qualifying systems were abandoned without an operational implementation; mere absence is non-fulfilment.","primary_project_code_documentation_and_contemporaneous_security_research","Ordinary manually maintained static filters qualify only if the documented system automatically distributes rapid counter-rules based on observed anti-adblock changes.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because 'intelligent' is operationalized using the mechanisms explicitly named or functionally equivalent adaptive distribution."
"59","CCC-2016-060","07","https://media.ccc.de/v/33c3-8413-security_nightmares_0x11","official_complete_video_and_human_subtitles","01:02:36-01:02:49","Frank","Dann wird auf der anderen Seite wahrscheinlich auch AI eingesetzt werden, die die Blocker-Blocker-Blocker versucht zu umgehen, und dann haben wir ... zwei Lager von Maschinenintelligenzen, die um unsere Aufmerksamkeit kämpfen.","This is the advertising/anti-adblock side of the same 2018 outlook, explicitly contrasted with the blockers' distributed intelligence.","By 31 December 2018, an anti-adblocking or advertising-delivery system will publicly use machine learning or adaptive automated logic to evade ad blockers or their countermeasures.","propia","adaptive_adblock_evasion","advertising delivery and anti-adblock systems","global","public implementation of adaptive automated adblock evasion","übernächstes Jahr","section_inherited","2016-12-30","2018-12-31","yes","B","include","","occurrence","Vendor technical material, deployed code, patent-supported product documentation or independent contemporaneous analysis by the deadline demonstrates machine-learning or adaptive automated modification/detection used specifically to evade ad blocking.","At least one deployed or publicly demonstrated qualifying system exists by the deadline.","A claimed qualifying system is authoritatively shown to be wholly manual or non-operational; absence alone is non-fulfilment.","vendor_primary_material_code_patents_and_independent_technical_analysis","Simple randomized ad URLs or static obfuscation do not qualify unless the system adaptively changes in response to blocking or uses an identified ML technique.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B due operationalization of the colloquial AI claim; horizon inherited from the immediately preceding sentence."
"59","CCC-2016-060","11","https://media.ccc.de/v/33c3-8413-security_nightmares_0x11","official_complete_video_and_human_subtitles","01:06:24-01:06:47","Ron","Wenn du deine Passphrase vergisst ... dann musst du dir das Ding eigentlich nur ein halbes bis Dreivierteljahr hinlegen und dann kommst du an die Daten wieder ran.","The referent is a then-current iOS device; the speaker argues that expensive platform exploits make device encryption only temporary.","By 30 September 2017, a publicly documented forensic or exploit capability will recover user data from at least one materially current iOS device that had been inaccessible because its passcode or encryption could not initially be bypassed.","propia","iOS_delayed_data_access","iOS devices current at the end of 2016","global","documented post-delay recovery of protected user data","ein halbes bis Dreivierteljahr","individual","2016-12-30","2017-09-30","yes","B","include","","occurrence","Official forensic-vendor documentation, court records, laboratory research or a technically detailed contemporaneous case documents data extraction from an iPhone/iPad model supporting a current iOS release at talk time despite an initially unavailable passcode or encryption barrier.","At least one qualifying capability or case is documented by the nine-month deadline.","Authoritative testing shows all then-current supported iOS devices remained inaccessible to every documented qualifying technique through the deadline; absence alone is non-fulfilment.","forensic_vendor_primary_documentation_court_records_and_technical_research","Recovery through a previously configured cloud backup does not qualify; the evidence must concern protected data obtained from the device or a cryptographically equivalent device backup.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because the colloquial claim is restricted to at least one materially current device rather than universal recoverability."
"60","CCC-2006-008","01","https://media.ccc.de/v/23C3-1608-en-vehicular_communication_and_vanets","official_complete_audio_local_transcript","00:08:02-00:08:14","Frank Kargl","This becomes also commonplace and will probably be installed into the majority of new cars within the next couple of years.","'This' refers to local radar or laser sensors that give a vehicle information about surrounding vehicles and support collision-related driver assistance.","By 28 December 2008, local radar- or laser-based environmental sensing will be installed in more than half of new passenger-car models or registrations in at least one major automobile market.","propia","automotive_local_sensors","new passenger cars","major_automobile_markets","majority penetration of radar or laser environmental sensing","within the next couple of years","individual","2006-12-28","2008-12-28","yes","B","include","","prevalence","Contemporaneous regulator, industry-association or independent market data estimate the share of new passenger-car registrations or models equipped with radar/laser-based adaptive cruise, collision warning, automatic braking or equivalent environmental sensing in the EU, United States or Japan.","A comparable estimate exceeds 50% in at least one of the three markets by the deadline.","Comparable authoritative data place penetration below 25% in all three markets; values from 25% through 50% are non-fulfilment rather than contradiction.","regulator_industry_association_and_independent_market_data","Ultrasonic parking sensors alone do not qualify; the system must sense surrounding traffic or obstacles for driving or collision assistance. If only model availability rather than registrations is measurable, use the proportion of distinct new passenger-car model lines and label the denominator.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because commonplace/majority is operationalized as greater than 50%; 'couple' is frozen as two years."
"70","CCC-2009-021","01","https://media.ccc.de/v/26c3-3687-de-security_nightmares","official_complete_audio_local_transcript","00:59:28-01:00:06","Frank Rieger and Ron","Eines der Dinge, die wir in 2010 vorhersehen, ist, dass wir tatsächlich zu einem Zielkonflikt kommen werden zwischen Umweltschutz und Datenschutz ... es wird sich noch verschärfen ... deutlich werden. Angefangen mit intelligenten Stromzählern.","This begins the explicitly announced 2010 forecast section and identifies smart-meter energy-efficiency policy as the initial arena.","During 2010, smart-meter deployment in Germany or the EU will generate a visible policy conflict between environmental/energy-efficiency goals and data protection.","kollektiv_panel","smart_meter_policy_conflict","smart-meter policy and deployment","Germany_and_European_Union","visible privacy-versus-energy-efficiency policy conflict","in 2010","individual","2009-12-30","2010-12-31","yes","B","include","","count","Contemporaneous regulator, data-protection authority, legislative, court or major civil-society records from 2010 explicitly weigh smart-meter energy/environment benefits against privacy or personal-data risks.","At least three independent authoritative 2010 interventions explicitly frame or adjudicate both sides of that conflict.","Authoritative German/EU policy records affirm that smart-meter deployment raises no personal-data issue and no qualifying intervention exists; one or two interventions are non-fulfilment.","official_regulatory_legislative_data_protection_and_major_civil_society_records","Generic opposition to electricity prices or installation costs does not qualify; the same source must connect consumption data/privacy with energy or environmental objectives.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because 'deutlich' and 'verschärfen' are operationalized through three authoritative interventions; 2010 is explicit."
"70","CCC-2009-021","02","https://media.ccc.de/v/26c3-3687-de-security_nightmares","official_complete_audio_local_transcript","01:04:09-01:04:26","Frank Rieger and Ron","Es soll ja dahin gehen, dass man praktisch live den Stromverbrauch beobachtet und sehen kann, wann geht die Waschmaschine an, wann der Kühlschrank ... und das wird für Aha-Erlebnisse sorgen.","The statement remains within the 2010 smart-meter forecast block and predicts an observable privacy-relevant capability rather than mere legal installation.","During 2010, a public study, demonstration or deployed smart-meter service will show that fine-grained household electricity data can reveal operation of individual appliances or household activities.","kollektiv_panel","smart_meter_load_disaggregation","household smart-meter data","Germany_or_comparable_market","inference of appliance operation from fine-grained consumption","in 2010","section_inherited","2009-12-30","2010-12-31","yes","B","include","","occurrence","A dated 2010 peer-reviewed study, regulator test, utility pilot report or reproducible technical demonstration infers at least two distinct appliance/activity classes from household smart-meter or advanced-metering data without an appliance-mounted sensor.","At least one qualifying 2010 source demonstrates two or more inferred appliance/activity classes.","Authoritative experiments conclude such inference is technically impossible at every deployed 2010 sampling resolution; absence alone is non-fulfilment.","peer_reviewed_research_regulator_tests_utility_pilots_and_technical_demonstrations","Aggregate monthly billing data alone does not qualify; measurements must be sufficiently granular to infer particular appliance operation or occupancy-linked activity.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because the inherited annual horizon and two-class threshold convert the illustrative examples into a reproducible test."
"70","CCC-2009-021","05","https://media.ccc.de/v/26c3-3687-de-security_nightmares","official_complete_audio_local_transcript","01:06:39-01:07:39","Frank Rieger and Ron","Fraud Detection besser machen ... da denke ich, werden wir noch einige lustige Hiccups sehen ... da kommt sicherlich noch mehr.","The example is mass replacement of cards after an opaque suspected Spanish data or fraud-detection event; this remains in the 2010 outlook.","During 2010, automated payment-card or banking fraud-detection systems will cause multiple publicly documented large-scale false-positive, account-blocking or precautionary replacement incidents.","kollektiv_panel","automated_fraud_detection_disruption","bank and payment-card customers","global","multiple large-scale customer disruptions caused by automated fraud detection","2010","section_inherited","2009-12-30","2010-12-31","yes","B","include","","count","Contemporaneous bank, regulator or reputable incident records identify automated fraud rules or risk scoring as materially causing precautionary card replacement, account blocking or payment denial affecting at least 1,000 customers in an incident.","At least three independent qualifying incidents occur or are documented during 2010.","Authoritative sector-wide records identify zero such incidents; one or two are non-fulfilment.","bank_regulator_incident_primary_records_and_reputable_contemporaneous_reporting","Confirmed fraud-driven replacement still qualifies only if automation materially determined the affected population; ordinary replacement after a fully identified breach without automated scoring does not.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because 'einige' is frozen as at least three and large-scale as 1,000 affected customers."
"70","CCC-2009-021","10","https://media.ccc.de/v/26c3-3687-de-security_nightmares","official_complete_audio_local_transcript","01:16:40-01:17:08","Frank Rieger and Ron","[Das Botnet funktionierte] in den Ländern, wo die Mobiltelefone tatsächlich eine eigene IP-Adresse bekommen, die man auch von außen erreichen kann ... Und IPv6 wird es jeder sein.","The prediction generalizes the externally reachable addressing condition observed in the mobile botnet example and occurs inside the 2010 outlook sequence.","By 31 December 2010, a majority of measured consumer or mobile IPv6 deployments will assign globally addressed endpoints that are directly reachable inbound from the public internet.","kollektiv_panel","IPv6_inbound_reachability","consumer and mobile IPv6 deployments","global","majority direct inbound reachability of globally addressed IPv6 endpoints","2010","section_inherited","2009-12-30","2010-12-31","yes","B","include","","prevalence","Contemporaneous operator documentation and comparable active measurements classify consumer/mobile IPv6 deployments by global addressing and unsolicited inbound reachability through host or CPE firewalls.","More than 50% of a documented deployment-weighted or endpoint-weighted sample is directly reachable inbound by the deadline.","Less than 25% is directly reachable in every qualifying sample; 25%-50% is non-fulfilment and incompatible samples yield indeterminable.","operator_documentation_and_independent_active_measurement","A globally unique address blocked by a stateful firewall is not directly reachable; server-hosting networks are excluded.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because the universal colloquial claim is conservatively tested as a majority and the year is inherited."
"70","CCC-2009-021","11","https://media.ccc.de/v/26c3-3687-de-security_nightmares","official_complete_audio_local_transcript","01:17:09-01:17:40","Frank Rieger and Ron","Das Leaken von Dokumenten mit Wikileaks und Web 2.0 wird doch jetzt zur neuen Massentrendsportart, oder? Ja.","Both panelists assent; the statement follows other 2010 trend items and concerns document disclosure by multiple actors, not one controlled WikiLeaks release.","During 2010, public web platforms will host document leaks from multiple independent organizations or source groups at a scale sufficient to constitute a broad recurring phenomenon.","kollektiv_panel","mass_document_leaks","public web document-leak events","global","multiple independent large document leaks through public web platforms","2010","section_inherited","2009-12-30","2010-12-31","yes","B","include","","count","Contemporaneous primary repositories and reputable records identify distinct source organizations or leak datasets publicly distributed via WikiLeaks or comparable web platforms, each containing at least 1,000 non-public organizational records.","At least five independent qualifying leak datasets are publicly released during 2010.","No qualifying large dataset is released during 2010; one to four are non-fulfilment.","primary_leak_repositories_archival_records_and_reputable_contemporaneous_reporting","Mirrors of the same dataset count once; the source organizations or underlying datasets must be distinct, and ordinary authorized transparency releases do not qualify.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because the humorous mass-trend wording is frozen as five independent large datasets under the explicit 2010 outlook."
"80","CCC-2007-012","04","https://media.ccc.de/v/24c3-2233-en-vx","official_complete_video_local_transcript","00:54:39-00:55:53","SkyOut","[Question:] Do you think for 2008 you will see an increase of viruses to Macintosh? ... [Answer:] I think yes ... with increasing Mac users viruses will increase as well.","The audience question supplies the explicit calendar-year horizon; the speaker repeats the Macintosh-increase proposition and adopts it before explaining the platform-adoption mechanism.","During calendar year 2008, the documented number of distinct malicious-code families or samples targeting Mac OS X will increase relative to calendar year 2007.","propia_respuesta","macos_malware_growth","distinct malicious-code families or samples targeting Mac OS X","global","year-over-year increase in documented Mac OS X malware","for 2008","question_inherited","2007-12-27","2008-12-31","yes","B","include","","direction","Comparable annual malware catalogs, antivirus telemetry reports or platform-security chronologies report distinct Mac OS X-targeting malicious-code families or samples for both 2007 and 2008.","The 2008 count exceeds the 2007 count in the same qualifying series; if multiple comparable series disagree, a majority must show an increase.","The 2008 count is at least 25% lower than the 2007 count in every qualifying comparable series; equality or a smaller decline is non-fulfilment.","antivirus_vendor_annual_reports_independent_malware_catalogs_and_platform_security_chronologies","Do not substitute total detections or Windows malware counts for distinct Mac-targeting families/samples; the same taxonomy and counting method must cover both years.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because increase is directional; the 2008 horizon is unequivocally inherited from the question explicitly adopted by the speaker."
"80","CCC-2007-012","05","https://media.ccc.de/v/24c3-2233-en-vx","official_complete_video_local_transcript","00:54:46-00:55:53","SkyOut","[Question:] And these viruses will be compatible to iPhone maybe? ... [Answer:] I think yes ... the iPhone is a very interesting target ... it will just be a matter of time until people code viruses that exactly execute code on the iPhone.","The answer reformulates both parts of the 2008 question, assents, and cites Safari vulnerabilities as the mechanism; compatibility is conservatively operationalized as at least one malware item spanning or ported between the platforms.","During calendar year 2008, at least one documented malicious-code family, sample or functional port will target iPhone OS while sharing executable code, payload lineage or demonstrated portability with Mac OS X malware.","propia_respuesta","macos_iphone_malware_portability","malicious-code families, samples or functional ports spanning Mac OS X and iPhone OS","global","documented cross-platform or ported malware compatibility between Mac OS X and iPhone OS","for 2008","question_inherited","2007-12-27","2008-12-31","yes","B","include","","occurrence","Contemporaneous malware analyses or vendor advisories document code execution on iPhone OS and establish shared code, payload lineage, source portability or a functional port from/to Mac OS X malware.","At least one qualifying cross-platform family, sample or functional port is documented by 2008-12-31.","Authoritative 2008 platform-malware catalogs identify iPhone OS malware but explicitly find no shared/ported Mac OS X lineage; absence alone is non-fulfilment.","antivirus_vendor_analyses_platform_security_advisories_and_independent_reverse_engineering_reports","A browser exploit alone does not qualify unless packaged as malicious code and linked by code or portability to Mac OS X; benign jailbreak tools are excluded.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B due interpretive operationalization of compatible and plural category; the explicit 2008 horizon is inherited from the adopted audience question."
"92","CCC-2014-045","01","https://media.ccc.de/v/31c3_-_6265_-_en_-_saal_6_-_201412281600_-_the_automobile_as_massive_data_gathering_source_and_the_consequences_for_individual_privacy_-_jimmy_schulz_-_dr_rudiger_hanig","official_complete_audio_local_transcript","00:03:32-00:03:44","Jimmy Schulz and Rüdiger Hanig","Other data, which can be collected in a car, for example, cell information if you have eCall, the system which will be implemented in the next couple of years in new cars, dash cams, parking cams, and others.","The phrase identifies eCall as a system not yet generally implemented and supplies a bounded two-year deployment horizon; it is external to the speakers and distinct from the examples of already available vehicle data.","By 28 December 2016, eCall will be fitted as standard equipment in a majority of new passenger-car models commercially offered in the European Union.","co_presentacion","eCall_new_car_implementation","new passenger-car models offered for sale","European_Union","majority fitted with eCall as standard equipment","in the next couple of years","explicit","2014-12-28","2016-12-28","yes","B","include","","prevalence","Contemporaneous EU regulatory records, type-approval documentation and manufacturer model specifications permit classification of new passenger-car models offered in the EU by whether eCall was standard equipment by the deadline.","More than 50% of documented new passenger-car models offered in the EU include operational eCall as standard equipment by 2016-12-28.","Fewer than 25% include operational eCall as standard equipment; 25%-50% is non-fulfilment, and inadequate comparable model coverage is indeterminable.","EU_primary_legislation_type_approval_records_and_manufacturer_model_specifications","Aftermarket devices and optional-only emergency-call packages do not qualify; couple is frozen as two years and the EU scope follows the named eCall programme and European policy context.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because implementation in new cars is operationalized as a majority of models and geographic scope is inferred from the eCall policy context."
"93","BHKEY-2015-01","01","https://www.youtube.com/watch?v=Tjvw5fz_GuA","official_linked_complete_video_original_automatic_captions","00:06:11-00:06:33","Jennifer Granick","We have insurance coming on the scene. Cyber insurance is going to suck up maybe a quarter to a third of your budget in the next, say, five to ten years.","The surrounding address is to organizational security practitioners and contrasts insurance premiums with technical controls; the numerical range and maximum ten-year horizon are explicit.","By 5 August 2025, cyber-insurance expenditure will account for between 25% and 33.3% of the cybersecurity budget among organizations that purchase cyber insurance.","propia_keynote","cyber_insurance_budget_share","organizations purchasing cyber insurance","global","cyber-insurance expenditure equals 25%-33.3% of cybersecurity budget","in the next say five to ten years","explicit","2015-08-05","2025-08-05","yes","B","include","","share","Comparable organizational surveys or audited budget studies report cyber-insurance premiums as a percentage of total cybersecurity expenditure among policy-purchasing organizations near the deadline.","The weighted median or the central estimate in at least two independent qualifying studies lies between 25% and 33.3% inclusive by 2025-08-05.","All qualifying central estimates are below 10% or above 50%; estimates outside 25%-33.3% but not contradictory are non-fulfilment, and absence of comparable denominators is indeterminable.","independent_budget_surveys_insurance_market_studies_and_audited_organizational_financial_records","Insurance limits, market premium totals and percentage of organizations insured cannot substitute for premium share of cybersecurity budget; conflicting estimates are resolved by weighted median where possible.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because the audience-wide budget claim requires a frozen population and aggregation rule despite its explicit numeric interval and deadline."
